Store Name,Store Number,Phone Number,Address,Url,Longitude,Latitude,City,State
Dollar General # 18146 | Dollar General,18146,5019435465,"6015 Springhill Rd, Alexander, AR, 72002",https://www.dollargeneral.com/store-directory/ar/alexander/18146,-92.5148,34.6504,alexander,ar
Dollar General # 21284 | Dollar General,21284,4793700769,"6242 N Highway 71, Alma, AR, 72921-8681",https://www.dollargeneral.com/store-directory/ar/alma/21284,-94.220278,35.547248,alma,ar
Dollar General # 14842 | Dollar General,14842,4794071585,"941 W. Kibler. Highway, Alma, AR, 72921",https://www.dollargeneral.com/store-directory/ar/alma/14842,-94.248798,35.435006,alma,ar
Dollar General # 1953 | Dollar General,1953,4794302347,"720 Highway 71 N, Alma, AR, 72921-5109",https://www.dollargeneral.com/store-directory/ar/alma/1953,-94.225206,35.494734,alma,ar
Dollar General # 15378 | Dollar General,15378,8708994180,"403 Hwy 62 West, Alpena, AR, 72611-2505",https://www.dollargeneral.com/store-directory/ar/alpena/15378,-93.29791,36.294545,alpena,ar
Dollar General # 20976 | Dollar General,20976,4793680127,"1675 W Front St, Altheimer, AR, 72004",https://www.dollargeneral.com/store-directory/ar/altheimer/20976,-91.86764,34.31782,altheimer,ar
Dollar General # 12302 | Dollar General,12302,8708980217,"501 E Park St, Altus, AR, 72821-8781",https://www.dollargeneral.com/store-directory/ar/altus/12302,-93.75733,35.446355,altus,ar
Dollar General # 15199 | Dollar General,15199,4422494780,"11746 Air Expressway, Adelanto, CA, 92301-1736",https://www.dollargeneral.com/store-directory/ca/adelanto/15199,-117.408,34.5725,adelanto,ca
Dollar General # 14747 | Dollar General,14747,5306882062,"114 West 12th Street, Alturas, CA, 96101-3306",https://www.dollargeneral.com/store-directory/ca/alturas/14747,-120.543475,41.494963,alturas,ca
Dollar General # 17653 | Dollar General,17653,2094314087,"404 S Main St, Angels Camp, CA, 95222",https://www.dollargeneral.com/store-directory/ca/angels-camp/17653,-120.5524,38.0782,angels-camp,ca
Dollar General # 14729 | Dollar General,14729,9253041012,"20 W 10th St, Antioch, CA, 94509-1755",https://www.dollargeneral.com/store-directory/ca/antioch/14729,-121.806926,38.011495,antioch,ca
Dollar General # 17283 | Dollar General,17283,7607973280,"56700 Cahuilla Rd, Anza, CA, 92539",https://www.dollargeneral.com/store-directory/ca/anza/17283,-116.673699,33.555267,anza,ca
Dollar General # 22449 | Dollar General,22449,7194961582,"366 Santa Fe Ave, Alamosa, CO, 81101-2834",https://www.dollargeneral.com/store-directory/co/alamosa/22449,-105.85312,37.47295,alamosa,co
Dollar General # 19435 | Dollar General,19435,7203992310,"5300 Sheridan Blvd, Arvada, CO, 80002-7011",https://www.dollargeneral.com/store-directory/co/arvada/19435,-105.0532,39.7926,arvada,co
Dollar General # 20186 | Dollar General,20186,7207760065,"307 County Road 43a, Bailey, CO, 80421",https://www.dollargeneral.com/store-directory/co/bailey/20186,-105.4559,39.4407,bailey,co
Dollar General # 18039 | Dollar General,18039,9704445460,"300 Bayfield Center Dr, Bayfield, CO, 81122",https://www.dollargeneral.com/store-directory/co/bayfield/18039,-107.6012,37.2336,bayfield,co
Dollar General # 23119 | Dollar General,23119,7206571084,"100 Centennial Dr, Bennett, CO, 80102-8794",https://www.dollargeneral.com/store-directory/co/bennett/23119,-104.43365,39.75417,bennett,co
